internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-02613,Housing Urban Development Project 02613,Ministry of Education,RVNL,Urban Development,Telangana,Housing,2024-01-24,2024-06-25,2027-07-02,2027-08-01,156.28,191.99,PRJ-646640,OCMS-548047,PM-6818661
PAI-02614,Hospital Healthcare Project 02614,Ministry of Health & Family Welfare,RVNL,Healthcare,West Bengal,Hospital,2023-06-30,2023-12-07,2027-09-12,2027-10-12,23.54,23.87,PRJ-946532,OCMS-629251,PM-3207416
PAI-02615,School Education Project 02615,Ministry of Health & Family Welfare,National Highways Authority,Education,West Bengal,School,2024-12-21,2025-02-22,2029-05-20,2029-05-20,37.97,45.58,PRJ-114432,OCMS-523813,PM-2598114
PAI-02616,Logistics Hub Ports Project 02616,Ministry of Education,NHAI,Ports,Madhya Pradesh,Logistics Hub,2024-01-15,2024-07-26,2028-10-07,2028-10-07,32.5,34.85,PRJ-570966,OCMS-991428,PM-4064451
PAI-02617,Bridge Roads Project 02617,"Ministry of Ports, Shipping & Waterways",State PWD,Roads,Odisha,Bridge,2023-04-30,2023-08-24,2028-07-07,2028-08-06,32.87,41.0,PRJ-192396,OCMS-361692,PM-9289294
PAI-02618,Station Railways Project 02618,Ministry of Power,NHAI,Railways,West Bengal,Station,2025-03-26,2025-09-30,2027-08-15,2027-08-15,36.32,42.42,PRJ-178005,OCMS-956220,PM-9305675
PAI-02619,Dam Water Project 02619,Ministry of Education,State PWD,Water,Telangana,Dam,2024-06-26,2025-02-11,2028-12-30,2029-02-28,33.65,37.76,PRJ-674339,OCMS-125512,PM-2695846
PAI-02620,Renewable Energy Power Project 02620,Ministry of Power,NHAI,Power,Kerala,Renewable Energy,2023-06-28,2024-01-09,2026-05-20,2026-06-19,46.57,57.64,PRJ-222995,OCMS-201878,PM-7550418
PAI-02621,Housing Urban Development Project 02621,Ministry of Road Transport & Highways,NTPC,Urban Development,Bihar,Housing,2023-03-20,2023-09-16,2027-06-15,2027-06-15,22.26,26.42,PRJ-796335,OCMS-137541,PM-8433729
PAI-02622,Medical College Healthcare Project 02622,Ministry of Power,NTPC,Healthcare,Tripura,Medical College,2023-12-26,2024-07-17,2027-02-21,2027-02-21,12.54,12.8,PRJ-717615,OCMS-371333,PM-8040995
PAI-02623,University Education Project 02623,Ministry of Jal Shakti,NTPC,Education,Delhi,University,2023-09-12,2024-03-16,2027-01-13,2027-01-13,12.97,16.15,PRJ-938453,OCMS-714461,PM-2480451
PAI-02624,Logistics Hub Ports Project 02624,Ministry of Power,IRCON,Ports,Chhattisgarh,Logistics Hub,2024-02-16,2024-10-08,2027-09-02,2027-09-02,40.08,48.07,PRJ-712554,OCMS-875846,PM-9479132
PAI-02625,Expressway Roads Project 02625,Ministry of Railways,NHAI,Roads,Delhi,Expressway,2023-02-28,2023-05-01,2025-06-07,2025-06-07,62.44,70.91,PRJ-850456,OCMS-883879,PM-8996300
PAI-02626,Bridge Railways Project 02626,Ministry of Road Transport & Highways,State PWD,Railways,Himachal Pradesh,Bridge,2023-10-03,2024-04-21,2026-10-13,2026-11-12,35.29,37.54,PRJ-722368,OCMS-843088,PM-7422596
PAI-02627,Dam Water Project 02627,Ministry of Railways,Metro Rail Corporation,Water,Uttarakhand,Dam,2025-06-16,2025-08-23,2030-04-22,2030-04-22,30.21,36.66,PRJ-870480,OCMS-433937,PM-5413126
PAI-02628,Generation Power Project 02628,Ministry of Education,IRCON,Power,Chhattisgarh,Generation,2023-05-04,2023-06-27,2026-10-05,2026-10-05,88.01,95.28,PRJ-280648,OCMS-913613,PM-2109566
PAI-02629,Sewage Urban Development Project 02629,Ministry of Education,Metro Rail Corporation,Urban Development,Madhya Pradesh,Sewage,2025-03-15,2025-10-05,2029-06-09,2029-07-09,193.64,206.7,PRJ-923270,OCMS-348181,PM-5901622
PAI-02630,Health Centre Healthcare Project 02630,Ministry of Jal Shakti,IRCON,Healthcare,Telangana,Health Centre,2023-05-24,2023-11-01,2025-06-20,2025-06-20,23.15,29.15,PRJ-668167,OCMS-165392,PM-7620563
PAI-02631,University Education Project 02631,Ministry of Railways,NHAI,Education,Uttarakhand,University,2024-03-11,2024-05-20,2027-05-06,2027-05-06,69.97,80.71,PRJ-593332,OCMS-263819,PM-2544588
PAI-02632,Port Expansion Ports Project 02632,"Ministry of Ports, Shipping & Waterways",State PWD,Ports,Haryana,Port Expansion,2025-01-08,2025-07-24,2027-01-21,2027-01-21,22.76,25.25,PRJ-342826,OCMS-501679,PM-9982787
PAI-02633,Highway Roads Project 02633,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Roads,Chhattisgarh,Highway,2024-05-13,2024-11-21,2026-06-01,2026-11-28,252.44,296.63,PRJ-570791,OCMS-116158,PM-9572576
PAI-02634,Bridge Railways Project 02634,"Ministry of Ports, Shipping & Waterways",IRCON,Railways,Punjab,Bridge,2024-11-06,2025-04-30,2029-03-17,2029-03-17,42.82,53.58,PRJ-152892,OCMS-367324,PM-9016518
PAI-02635,River Management Water Project 02635,Ministry of Road Transport & Highways,NTPC,Water,Chhattisgarh,River Management,2023-05-30,2023-08-10,2025-11-04,2025-11-04,22.83,27.7,PRJ-536006,OCMS-181809,PM-7559728
PAI-02636,Generation Power Project 02636,Ministry of Education,Jal Board,Power,Delhi,Generation,2024-09-01,2025-01-07,2028-04-05,2028-04-05,29.44,32.76,PRJ-643780,OCMS-419902,PM-2376813
PAI-02637,Metro Urban Development Project 02637,"Ministry of Ports, Shipping & Waterways",NHAI,Urban Development,Mizoram,Metro,2023-02-05,2023-04-24,2026-10-04,2026-10-04,18.49,22.4,PRJ-610313,OCMS-839929,PM-3944401
PAI-02638,Hospital Healthcare Project 02638,Ministry of Railways,IRCON,Healthcare,Uttar Pradesh,Hospital,2024-04-24,2024-07-04,2028-12-31,2028-12-31,146.99,175.93,PRJ-614187,OCMS-568717,PM-4002706
PAI-02639,School Education Project 02639,Ministry of Railways,NHPC,Education,Andhra Pradesh,School,2023-01-31,2023-07-19,2027-04-15,2027-04-15,21.49,27.25,PRJ-812818,OCMS-783076,PM-9280461
PAI-02640,Harbour Ports Project 02640,Ministry of Road Transport & Highways,CPWD,Ports,Andhra Pradesh,Harbour,2024-04-14,2024-11-02,2028-06-11,2028-12-08,16.09,17.46,PRJ-806409,OCMS-817619,PM-4401897
PAI-02641,Road Widening Roads Project 02641,Ministry of Railways,NHAI,Roads,Gujarat,Road Widening,2025-04-18,2025-08-05,2028-10-15,2029-01-13,9.96,10.34,PRJ-644006,OCMS-925864,PM-9474581
PAI-02642,Freight Corridor Railways Project 02642,"Ministry of Ports, Shipping & Waterways",State PWD,Railways,Rajasthan,Freight Corridor,2025-01-23,2025-04-29,2029-03-21,2029-03-21,21.4,27.13,PRJ-804919,OCMS-256474,PM-5245324
PAI-02643,Dam Water Project 02643,Ministry of Jal Shakti,Metro Rail Corporation,Water,Odisha,Dam,2023-09-02,2023-10-10,2026-05-12,2027-02-06,4.75,5.98,PRJ-600234,OCMS-228258,PM-8804899
PAI-02644,Substation Power Project 02644,Ministry of Railways,RVNL,Power,Tripura,Substation,2025-06-06,2025-10-09,2028-11-20,2028-11-20,18.24,20.97,PRJ-917449,OCMS-324790,PM-3157343
PAI-02645,Urban Mobility Urban Development Project 02645,Ministry of Jal Shakti,IRCON,Urban Development,West Bengal,Urban Mobility,2023-08-08,2023-09-18,2026-07-23,2026-07-23,5.58,6.88,PRJ-826084,OCMS-212695,PM-5531565
PAI-02646,Hospital Healthcare Project 02646,Ministry of Jal Shakti,RVNL,Healthcare,Mizoram,Hospital,2023-05-18,2024-02-04,2025-09-22,2025-09-22,18.69,22.83,PRJ-592825,OCMS-199699,PM-8234777
PAI-02647,School Education Project 02647,Ministry of Education,Metro Rail Corporation,Education,Uttarakhand,School,2024-08-08,2025-05-21,2028-08-05,2028-08-05,18.9,23.1,PRJ-160754,OCMS-745331,PM-6692646
PAI-02648,Harbour Ports Project 02648,Ministry of Health & Family Welfare,NTPC,Ports,Odisha,Harbour,2024-05-28,2024-10-13,2026-05-14,2026-05-14,18.59,22.37,PRJ-667367,OCMS-328229,PM-7110556
PAI-02649,Bridge Roads Project 02649,Ministry of Railways,RVNL,Roads,Uttarakhand,Bridge,2023-06-22,2024-04-11,2027-03-05,2027-03-05,20.04,25.52,PRJ-405396,OCMS-607405,PM-4759862
PAI-02650,Freight Corridor Railways Project 02650,Ministry of Housing & Urban Affairs,NHPC,Railways,Tamil Nadu,Freight Corridor,2023-12-04,2024-03-20,2026-02-02,2026-02-02,73.28,86.56,PRJ-229189,OCMS-361446,PM-2734260
PAI-02651,Water Supply Water Project 02651,Ministry of Railways,NHPC,Water,Jharkhand,Water Supply,2023-10-26,2023-12-28,2027-03-04,2027-03-04,11.53,12.07,PRJ-966359,OCMS-890989,PM-7390178
PAI-02652,Transmission Power Project 02652,Ministry of Power,IRCON,Power,Gujarat,Transmission,2023-10-17,2024-01-02,2027-12-30,2028-02-28,14.66,18.72,PRJ-108625,OCMS-553033,PM-8943384
PAI-02653,Metro Urban Development Project 02653,"Ministry of Ports, Shipping & Waterways",RVNL,Urban Development,Rajasthan,Metro,2023-08-09,2024-02-23,2028-07-16,2028-07-16,17.98,19.62,PRJ-420272,OCMS-468896,PM-4688005
PAI-02654,Medical College Healthcare Project 02654,Ministry of Education,State PWD,Healthcare,Mizoram,Medical College,2023-01-28,2023-10-16,2027-04-05,2027-04-05,54.55,68.19,PRJ-256471,OCMS-369059,PM-7784855
PAI-02655,University Education Project 02655,Ministry of Education,NHPC,Education,Telangana,University,2023-10-20,2023-12-20,2025-11-11,2025-11-11,14.33,16.06,PRJ-877664,OCMS-873246,PM-1392049
PAI-02656,Logistics Hub Ports Project 02656,Ministry of Housing & Urban Affairs,IRCON,Ports,Mizoram,Logistics Hub,2023-08-17,2023-10-26,2027-06-29,2027-07-29,65.29,71.28,PRJ-978795,OCMS-906338,PM-5558350
PAI-02657,Road Widening Roads Project 02657,Ministry of Health & Family Welfare,RVNL,Roads,Rajasthan,Road Widening,2023-06-02,2024-03-09,2026-09-19,2026-11-18,18.02,20.08,PRJ-833499,OCMS-132228,PM-2169682
PAI-02658,Rail Corridor Railways Project 02658,Ministry of Power,Jal Board,Railways,Haryana,Rail Corridor,2024-07-15,2024-12-24,2026-06-18,2026-07-18,38.6,43.52,PRJ-119522,OCMS-660856,PM-7844371
PAI-02659,Irrigation Water Project 02659,Ministry of Jal Shakti,National Highways Authority,Water,Nagaland,Irrigation,2023-10-15,2024-03-09,2028-01-02,2028-01-02,55.83,67.09,PRJ-289612,OCMS-677122,PM-6498441
PAI-02660,Transmission Power Project 02660,Ministry of Health & Family Welfare,National Highways Authority,Power,Manipur,Transmission,2024-08-20,2025-02-05,2029-05-07,2029-05-07,74.98,76.34,PRJ-497073,OCMS-449496,PM-1617978
PAI-02661,Housing Urban Development Project 02661,"Ministry of Ports, Shipping & Waterways",NHPC,Urban Development,Chhattisgarh,Housing,2025-01-26,2025-05-10,2027-01-16,2027-04-16,22.78,27.1,PRJ-787607,OCMS-439900,PM-6492082
PAI-02662,Hospital Healthcare Project 02662,Ministry of Power,Jal Board,Healthcare,Chhattisgarh,Hospital,2023-02-17,2023-06-07,2026-01-29,2026-01-29,59.55,62.25,PRJ-247767,OCMS-968000,PM-6628799
PAI-02663,University Education Project 02663,Ministry of Railways,NHPC,Education,Himachal Pradesh,University,2024-12-13,2025-01-24,2027-10-28,2027-10-28,148.14,181.44,PRJ-282316,OCMS-975756,PM-6274596
PAI-02664,Port Expansion Ports Project 02664,Ministry of Road Transport & Highways,NHAI,Ports,Tripura,Port Expansion,2023-02-20,2023-07-24,2026-08-21,2026-08-21,17.76,21.55,PRJ-691833,OCMS-205357,PM-3831451
PAI-02665,Bridge Roads Project 02665,Ministry of Railways,CPWD,Roads,Jharkhand,Bridge,2025-06-01,2025-09-24,2029-01-17,2029-02-16,89.96,92.87,PRJ-582206,OCMS-854219,PM-1488729
PAI-02666,Freight Corridor Railways Project 02666,"Ministry of Ports, Shipping & Waterways",NTPC,Railways,Uttarakhand,Freight Corridor,2023-10-14,2024-04-24,2026-05-23,2026-05-23,148.43,184.02,PRJ-128544,OCMS-890282,PM-3482824
PAI-02667,Dam Water Project 02667,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Water,Tripura,Dam,2024-01-14,2024-03-04,2026-11-26,2026-12-26,210.41,248.64,PRJ-399835,OCMS-977021,PM-9374106
PAI-02668,Substation Power Project 02668,Ministry of Jal Shakti,CPWD,Power,Rajasthan,Substation,2023-09-09,2023-11-08,2025-09-04,2025-11-03,41.3,41.63,PRJ-971278,OCMS-120477,PM-6175498
PAI-02669,Metro Urban Development Project 02669,Ministry of Road Transport & Highways,Jal Board,Urban Development,Odisha,Metro,2023-05-30,2023-12-09,2027-01-11,2027-02-10,114.41,144.99,PRJ-354615,OCMS-828329,PM-1732272
PAI-02670,Hospital Healthcare Project 02670,Ministry of Power,CPWD,Healthcare,Goa,Hospital,2025-05-08,2026-02-11,2028-01-03,2028-01-03,28.54,30.64,PRJ-442038,OCMS-649053,PM-5771746
PAI-02671,University Education Project 02671,Ministry of Education,NTPC,Education,Punjab,University,2024-06-02,2024-12-03,2027-03-07,2027-03-07,4.1,4.81,PRJ-265888,OCMS-458944,PM-8245530
PAI-02672,Harbour Ports Project 02672,Ministry of Road Transport & Highways,NTPC,Ports,Tripura,Harbour,2025-03-30,2025-05-01,2029-02-08,2029-02-08,60.8,72.12,PRJ-806807,OCMS-569790,PM-4245698
PAI-02673,Bridge Roads Project 02673,Ministry of Power,NHPC,Roads,Rajasthan,Bridge,2024-10-17,2025-01-22,2028-12-23,2029-09-19,11.11,13.64,PRJ-337010,OCMS-781542,PM-7221372
PAI-02674,Bridge Railways Project 02674,Ministry of Housing & Urban Affairs,NHPC,Railways,Uttarakhand,Bridge,2025-03-14,2025-07-15,2029-06-15,2029-06-15,10.46,13.03,PRJ-197462,OCMS-328042,PM-9537022
PAI-02675,River Management Water Project 02675,Ministry of Road Transport & Highways,Metro Rail Corporation,Water,Andhra Pradesh,River Management,2023-03-15,2023-07-23,2025-10-27,2026-01-25,68.4,82.21,PRJ-464976,OCMS-175910,PM-8912372
PAI-02676,Renewable Energy Power Project 02676,Ministry of Railways,RVNL,Power,Jharkhand,Renewable Energy,2023-03-27,2023-06-12,2027-03-27,2027-03-27,11.34,11.74,PRJ-901441,OCMS-714568,PM-6124781
PAI-02677,Metro Urban Development Project 02677,Ministry of Power,State PWD,Urban Development,Tripura,Metro,2025-05-12,2026-01-12,2029-12-23,2030-09-19,17.42,17.81,PRJ-603509,OCMS-393093,PM-8402508
PAI-02678,Hospital Healthcare Project 02678,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Healthcare,Odisha,Hospital,2023-04-28,2024-02-02,2026-02-26,2026-02-26,34.54,40.5,PRJ-606438,OCMS-715128,PM-7777239
PAI-02679,School Education Project 02679,Ministry of Health & Family Welfare,Jal Board,Education,Odisha,School,2023-01-26,2023-04-09,2025-12-15,2026-06-13,20.87,21.79,PRJ-695906,OCMS-782876,PM-3089753
PAI-02680,Port Expansion Ports Project 02680,Ministry of Jal Shakti,Jal Board,Ports,Kerala,Port Expansion,2024-10-06,2025-03-07,2026-09-03,2026-09-03,216.57,226.12,PRJ-477957,OCMS-197702,PM-5324174
PAI-02681,Expressway Roads Project 02681,Ministry of Education,Jal Board,Roads,Karnataka,Expressway,2023-05-16,2023-10-17,2027-10-09,2028-04-06,120.11,139.3,PRJ-785401,OCMS-431439,PM-2236545
PAI-02682,Freight Corridor Railways Project 02682,Ministry of Housing & Urban Affairs,NTPC,Railways,Assam,Freight Corridor,2023-02-11,2023-07-14,2025-04-19,2025-10-16,11.83,13.62,PRJ-762763,OCMS-559144,PM-1846770
PAI-02683,Water Supply Water Project 02683,Ministry of Railways,CPWD,Water,Madhya Pradesh,Water Supply,2024-07-25,2024-11-14,2027-11-28,2027-11-28,110.75,114.59,PRJ-425828,OCMS-386056,PM-7103683
PAI-02684,Transmission Power Project 02684,Ministry of Road Transport & Highways,IRCON,Power,Uttarakhand,Transmission,2023-01-26,2023-07-02,2025-02-28,2025-04-29,19.35,21.36,PRJ-902813,OCMS-257407,PM-2500160
PAI-02685,Housing Urban Development Project 02685,Ministry of Education,National Highways Authority,Urban Development,Mizoram,Housing,2025-03-22,2025-10-19,2030-07-16,2031-01-12,23.24,25.78,PRJ-405601,OCMS-383374,PM-2827947
PAI-02686,Hospital Healthcare Project 02686,Ministry of Jal Shakti,NHAI,Healthcare,Mizoram,Hospital,2023-08-17,2023-12-11,2026-06-21,2026-08-20,31.0,36.52,PRJ-604066,OCMS-859640,PM-1796171
PAI-02687,Research Facility Education Project 02687,Ministry of Jal Shakti,National Highways Authority,Education,Bihar,Research Facility,2024-07-29,2024-09-11,2029-05-26,2029-05-26,37.19,39.17,PRJ-411445,OCMS-410995,PM-8867672
PAI-02688,Port Expansion Ports Project 02688,Ministry of Road Transport & Highways,State PWD,Ports,Maharashtra,Port Expansion,2024-04-10,2024-10-22,2027-10-18,2027-10-18,20.05,20.94,PRJ-573689,OCMS-277812,PM-9705742
PAI-02689,Road Widening Roads Project 02689,Ministry of Health & Family Welfare,NHAI,Roads,Assam,Road Widening,2024-02-29,2024-08-03,2026-03-11,2026-06-09,82.0,98.35,PRJ-184394,OCMS-601828,PM-6939933
PAI-02690,Station Railways Project 02690,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Railways,Maharashtra,Station,2024-11-04,2025-06-16,2029-05-19,2029-08-17,5.84,6.69,PRJ-792572,OCMS-572556,PM-9677755
PAI-02691,Irrigation Water Project 02691,Ministry of Jal Shakti,CPWD,Water,Mizoram,Irrigation,2023-06-11,2023-11-21,2026-10-29,2027-07-26,4.87,5.95,PRJ-636103,OCMS-275309,PM-3631562
PAI-02692,Renewable Energy Power Project 02692,Ministry of Health & Family Welfare,State PWD,Power,Telangana,Renewable Energy,2023-05-05,2023-11-24,2028-03-19,2028-09-15,64.55,72.35,PRJ-240913,OCMS-603115,PM-4548426
PAI-02693,Sewage Urban Development Project 02693,Ministry of Jal Shakti,NTPC,Urban Development,Gujarat,Sewage,2025-02-09,2025-09-20,2030-04-24,2030-04-24,13.62,14.55,PRJ-577971,OCMS-801749,PM-4128580
PAI-02694,Medical College Healthcare Project 02694,Ministry of Health & Family Welfare,CPWD,Healthcare,Haryana,Medical College,2024-05-12,2024-07-09,2027-07-30,2027-07-30,35.86,38.55,PRJ-101781,OCMS-854266,PM-1763889
PAI-02695,School Education Project 02695,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Education,Karnataka,School,2025-02-22,2025-07-05,2028-11-24,2029-02-22,13.3,14.63,PRJ-415848,OCMS-887731,PM-1330485
PAI-02696,Port Expansion Ports Project 02696,Ministry of Jal Shakti,Metro Rail Corporation,Ports,Haryana,Port Expansion,2025-04-18,2025-08-25,2028-11-05,2029-02-03,38.24,45.88,PRJ-330317,OCMS-811617,PM-5379891
PAI-02697,Highway Roads Project 02697,Ministry of Jal Shakti,NHPC,Roads,Rajasthan,Highway,2023-12-19,2024-04-13,2028-12-11,2028-12-11,231.69,249.78,PRJ-697128,OCMS-213474,PM-2439838
PAI-02698,Freight Corridor Railways Project 02698,Ministry of Housing & Urban Affairs,IRCON,Railways,Tripura,Freight Corridor,2024-11-03,2025-04-18,2029-02-12,2029-03-14,38.62,46.38,PRJ-461779,OCMS-298532,PM-8478662
PAI-02699,Irrigation Water Project 02699,"Ministry of Ports, Shipping & Waterways",Jal Board,Water,Rajasthan,Irrigation,2024-05-23,2024-07-20,2026-03-16,2026-03-16,3.32,3.55,PRJ-475740,OCMS-607946,PM-3514061
PAI-02700,Renewable Energy Power Project 02700,Ministry of Power,Jal Board,Power,Kerala,Renewable Energy,2023-04-25,2023-10-07,2028-03-06,2028-03-06,9.49,12.04,PRJ-370469,OCMS-802925,PM-1255893
PAI-02701,Housing Urban Development Project 02701,Ministry of Railways,NHPC,Urban Development,West Bengal,Housing,2025-05-13,2025-07-12,2028-10-04,2028-12-03,30.11,37.82,PRJ-552086,OCMS-340243,PM-9550242
PAI-02702,Health Centre Healthcare Project 02702,Ministry of Housing & Urban Affairs,IRCON,Healthcare,Nagaland,Health Centre,2023-12-29,2024-08-28,2028-03-14,2028-05-13,74.35,90.91,PRJ-930112,OCMS-863438,PM-3081321
PAI-02703,Research Facility Education Project 02703,Ministry of Health & Family Welfare,National Highways Authority,Education,Kerala,Research Facility,2023-06-24,2023-12-06,2027-06-15,2027-07-15,29.04,34.33,PRJ-529421,OCMS-202234,PM-6633694
PAI-02704,Logistics Hub Ports Project 02704,Ministry of Health & Family Welfare,CPWD,Ports,Kerala,Logistics Hub,2024-01-07,2024-08-03,2028-11-11,2028-11-11,95.09,106.82,PRJ-376259,OCMS-891069,PM-7812613
PAI-02705,Bridge Roads Project 02705,Ministry of Housing & Urban Affairs,NTPC,Roads,Andhra Pradesh,Bridge,2024-08-14,2024-10-03,2027-07-19,2027-07-19,5.54,6.18,PRJ-254561,OCMS-932526,PM-1130328
PAI-02706,Bridge Railways Project 02706,Ministry of Housing & Urban Affairs,State PWD,Railways,Andhra Pradesh,Bridge,2025-04-06,2025-05-20,2026-11-17,2026-11-17,13.96,15.11,PRJ-943769,OCMS-962279,PM-9631320
PAI-02707,Dam Water Project 02707,Ministry of Railways,Metro Rail Corporation,Water,Jharkhand,Dam,2025-02-24,2025-12-06,2028-09-27,2028-09-27,17.26,20.14,PRJ-311114,OCMS-115206,PM-5819715
PAI-02708,Renewable Energy Power Project 02708,Ministry of Education,CPWD,Power,Andhra Pradesh,Renewable Energy,2023-04-29,2023-11-06,2027-11-12,2027-11-12,16.06,18.87,PRJ-391451,OCMS-467550,PM-4484044
PAI-02709,Metro Urban Development Project 02709,Ministry of Power,NTPC,Urban Development,Uttar Pradesh,Metro,2024-01-09,2024-11-03,2027-02-13,2027-02-13,34.19,38.26,PRJ-548689,OCMS-598563,PM-8658862
PAI-02710,Health Centre Healthcare Project 02710,Ministry of Railways,Jal Board,Healthcare,Kerala,Health Centre,2025-06-07,2025-12-05,2029-11-23,2029-11-23,29.56,33.15,PRJ-307987,OCMS-897125,PM-1348360
PAI-02711,Research Facility Education Project 02711,"Ministry of Ports, Shipping & Waterways",NHAI,Education,Haryana,Research Facility,2025-04-26,2025-11-04,2028-02-27,2028-02-27,38.41,47.26,PRJ-562126,OCMS-878647,PM-3860190
PAI-02712,Logistics Hub Ports Project 02712,Ministry of Jal Shakti,National Highways Authority,Ports,Manipur,Logistics Hub,2024-12-08,2025-01-26,2029-10-30,2029-10-30,9.22,11.2,PRJ-215257,OCMS-597048,PM-6863429
